id,original_title,title,original_language,overview,tagline,release_date,poster_path,vote_count,vote_average,budget,revenue,runtime,backdrop_path,genre_names,collection,collection_name,profit,release_year,release_month,release_day,other_genres
170,28 Days Later,28 Days Later,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",His fear began when he woke up alone. His terror began when he realised he wasn't.,2002-10-31,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,5557,7.2,5000000,85720385,113,/veUl0QT8swshQ9Dz0fQ1k6ZkthD.jpg,"['Horror', 'Science Fiction', 'Thriller']",1565.0,28 Days/Weeks Later Collection,80720385,2002,10,31,"['Science Fiction', 'Thriller']"
1562,28 Weeks Later,28 Weeks Later,en,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",When days turn to weeks... the horror returns.,2007-04-26,/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg,3514,6.6,15000000,65048678,100,/PN7yjmQdmG0J62jsrtmrPi8ezK.jpg,"['Horror', 'Science Fiction', 'Thriller']",1565.0,28 Days/Weeks Later Collection,50048678,2007,4,26,"['Science Fiction', 'Thriller']"
4513,30 Days of Night,30 Days of Night,en,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",They're Coming!,2007-10-17,/goHX48AYgfsKhNYnbgC92YF9URL.jpg,2267,6.4,30000000,75505973,113,/w8VDpCcKezdBbXJEWMHwttI35mU.jpg,"['Horror', 'Thriller']",91660.0,30 Days of Night Collection,45505973,2007,10,17,['Thriller']
403119,47 Meters Down,47 Meters Down,en,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",No way out. No way up. No chance in hell.,2017-05-25,/lMcsEOcd6crzfF0pjsGkO5Pq01t.jpg,2406,5.8,5500000,44235023,89,/6j8B3BqTuNrpAJoa0JIc7nZzOUn.jpg,"['Adventure', 'Drama', 'Horror', 'Thriller']",635922.0,47 Meters Down Collection,38735023,2017,5,25,"['Adventure', 'Drama', 'Thriller']"
139038,A Haunted House,A Haunted House,en,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",This $*%! ain't paranormal.,2013-01-11,/skQt53YE2iyOftXj5afJkHmYxLW.jpg,1499,5.8,2500000,60141683,86,/akKBMXHEesqfuoYFt7LaRptFAO0.jpg,"['Comedy', 'Horror']",251937.0,A Haunted House Collection,57641683,2013,1,11,['Comedy']
184345,A Haunted House 2,A Haunted House 2,en,"After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",It'll scare the #2 out of you.,2014-04-17,/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg,1126,6.0,4000000,25343661,87,/6gycezbvc8iHSune1Evq79dcYIY.jpg,"['Comedy', 'Horror']",251937.0,A Haunted House Collection,21343661,2014,4,17,['Comedy']
377,A Nightmare on Elm Street,A Nightmare on Elm Street,en,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",1984-11-09,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,4150,7.3,1800000,25685134,91,/g9ROrZey0JYp7kf8DoAyZtKnObj.jpg,['Horror'],8581.0,A Nightmare on Elm Street Collection,23885134,1984,11,9,
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,en,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",The Man of Your Dreams Is Back!,1985-11-01,/9sjIuH2k5eeXNVHKutkWZIjA2qw.jpg,1460,5.8,3000000,30000000,87,/jjp0pOGBX7b2ZCUwI6U837HiYGS.jpg,['Horror'],8581.0,A Nightmare on Elm Street Collection,27000000,1985,11,1,
10072,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,en,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.","If you think you're ready for Freddy, think again!",1987-02-27,/qbtZewU6EGvxi8yFVzwZ31NijLX.jpg,1376,6.7,4000000,44800000,96,/vXPtLz7OeoPyucEgs2K64A4pJbc.jpg,"['Horror', 'Thriller']",8581.0,A Nightmare on Elm Street Collection,40800000,1987,2,27,['Thriller']
10131,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,en,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",Terror beyond your wildest dreams.,1988-08-19,/boStYG7jKdoIZTduiOOsUVknD13.jpg,1095,5.8,13000000,49400000,94,/n9iKgzDObyu4PxvNBwJZDZSfXP1.jpg,"['Horror', 'Thriller']",8581.0,A Nightmare on Elm Street Collection,36400000,1988,8,19,['Thriller']
10160,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,en,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?","Now Freddy’s a daddy, he’s killing for two.",1989-08-11,/zsCIUEdPKLO1GLJ2je9mKpPkQ70.jpg,972,5.4,6000000,22168359,89,/vHgIvVAwo9rvmLzcCzecv76iz8L.jpg,"['Horror', 'Thriller']",8581.0,A Nightmare on Elm Street Collection,16168359,1989,8,11,['Thriller']
11284,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,en,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",They saved the best for last.,1991-09-05,/doyiGwpxbBs4G2og9G8gV7ZKoih.jpg,1029,5.3,11000000,34900000,89,/6bK8SrTkcdpE6Ild4NdJtZFL1Rg.jpg,"['Horror', 'Thriller']",8581.0,A Nightmare on Elm Street Collection,23900000,1991,9,5,['Thriller']
11596,New Nightmare,New Nightmare,en,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,This time the terror doesn't stop at the screen.,1994-10-13,/7fb5bDTj6x7SwuzvykjLCz7CnRH.jpg,1096,6.4,8000000,57000000,112,/qusjc74SWvno7g8EeHww3UVfzZp.jpg,"['Fantasy', 'Horror', 'Mystery']",8581.0,A Nightmare on Elm Street Collection,49000000,1994,10,13,"['Fantasy', 'Mystery']"
447332,A Quiet Place,A Quiet Place,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,"If they hear you, they hunt you.",2018-04-03,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,12032,7.4,17000000,340677200,91,/roYyPiQDQKmIKUEhO912693tSja.jpg,"['Drama', 'Horror', 'Science Fiction']",521226.0,A Quiet Place Collection,323677200,2018,4,3,"['Drama', 'Science Fiction']"
520763,A Quiet Place Part II,A Quiet Place Part II,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",Silence is not enough.,2021-05-21,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,4721,7.6,61000000,297372261,97,/rBWF1zHdU2abEfmhAoLMr3PUJC5.jpg,"['Horror', 'Science Fiction', 'Thriller']",521226.0,A Quiet Place Collection,236372261,2021,5,21,"['Science Fiction', 'Thriller']"
395,AVP: Alien vs. Predator,AVP: Alien vs. Predator,en,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",Whoever wins... We lose,2004-08-12,/qUZctuoFL3VKOqeKxhnLwuEE4oF.jpg,3654,5.9,70000000,177427090,101,/tOvoWzkUzCMJ8Ra5nkmNg7ehCET.jpg,"['Action', 'Adventure', 'Horror', 'Science Fiction']",115762.0,AVP Collection,107427090,2004,8,12,"['Action', 'Adventure', 'Science Fiction']"
440,Aliens vs Predator: Requiem,Aliens vs Predator: Requiem,en,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",The Last Place On Earth We Want To Be Is In The Middle,2007-12-25,/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg,2334,5.1,40000000,130290885,94,/ezIpXeWRd43inL5AOaaBbT4jaf2.jpg,"['Action', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",115762.0,AVP Collection,90290885,2007,12,25,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']"
348,Alien,Alien,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",In space no one can hear you scream.,1979-05-25,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,12083,8.1,11000000,104931801,117,/hdHIjZxq3SWFqpAz4NFhdbud0iz.jpg,"['Horror', 'Science Fiction']",8091.0,Alien Collection,93931801,1979,5,25,['Science Fiction']
8077,Alien³,Alien³,en,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",The bitch is back.,1992-05-22,/hlabk6APJUeihZDaSD9N6iI0f4g.jpg,4615,6.3,50000000,159773545,114,/nEmOmbCWBXS3tHU2N49z693KDK.jpg,"['Action', 'Horror', 'Science Fiction']",8091.0,Alien Collection,109773545,1992,5,22,"['Action', 'Science Fiction']"
8078,Alien Resurrection,Alien Resurrection,en,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",It's already too late.,1997-11-12,/kzslFL1n01WI5lEcYzFSUi3Quik.jpg,3981,6.1,70000000,162000000,109,/ikr0UILfvRerzMNoBTtJtyuWAEV.jpg,"['Action', 'Horror', 'Science Fiction']",8091.0,Alien Collection,92000000,1997,11,12,"['Action', 'Science Fiction']"
12142,Alone in the Dark,Alone in the Dark,en,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",Can mankind defeat the army of darkness unleashed by an ancient evil cult?,2005-01-28,/bSxrbVCyWW077zhtpuYlo3zgyug.jpg,488,3.2,20000000,12693645,98,/lcLyZzhB1ctfdH0hGBsTFrbflqP.jpg,"['Action', 'Fantasy', 'Horror']",149704.0,Alone in the Dark Collection,-7306355,2005,1,28,"['Action', 'Fantasy']"
18983,"Godzilla, King of the Monsters!","Godzilla, King of the Monsters!",en,"During an assignment, foreign correspondent Steve Martin spends a layover in Tokyo and is caught amid the rampage of an unstoppable prehistoric monster the Japanese call 'Godzilla'. The only hope for both Japan and the world lies on a secret weapon, which may prove more destructive than the monster itself.","Incredible, unstoppable titan of terror!",1956-04-27,/19RDmhX6LtzMxv0KXXAU1IBIvvA.jpg,181,6.6,25000,2000000,81,/ssqsWxu3RqORkwuYOh6nWofpvXI.jpg,"['Horror', 'Science Fiction']",813157.0,Americanized Godzilla Collection,1975000,1956,4,27,['Science Fiction']
814,An American Werewolf in London,An American Werewolf in London,en,Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.,Beware the Moon.,1981-08-21,/hN333m776qWYnbjTTcykwClYNgx.jpg,1887,7.4,10000000,31973249,97,/4js6VLf6qHWUbW42BpXiQKPBP7t.jpg,"['Comedy', 'Horror']",9380.0,An American Werewolf Collection,21973249,1981,8,21,['Comedy']
9406,An American Werewolf in Paris,An American Werewolf in Paris,en,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,Things are about to get a little hairy.,1997-05-29,/1NUOprbP7LLfKPArLJY7wziUiHT.jpg,544,5.9,22000000,26570463,105,/3umSuaSibCcNGAnsWYUyauLTZwE.jpg,"['Comedy', 'Horror']",9380.0,An American Werewolf Collection,4570463,1997,5,29,['Comedy']
9360,Anaconda,Anaconda,en,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.","When you can't breathe, you can't scream.",1997-04-11,/33NysOnLpLZY0ewHTcfpalzAsRG.jpg,2075,5.1,45000000,136885767,89,/94KpGOnZckDk6UQE9bThjnlDWcg.jpg,"['Adventure', 'Horror', 'Thriller']",105995.0,Anaconda Collection,91885767,1997,4,11,"['Adventure', 'Thriller']"
250546,Annabelle,Annabelle,en,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"Before the Conjuring, there was Annabelle.",2014-10-02,/a9iL3FIwLrympRyiL5v0tAkwrvX.jpg,5341,5.7,6500000,257047661,99,/2gKX53lskaCYk9ycXmaDJKqWiy.jpg,['Horror'],402074.0,Annabelle Collection,250547661,2014,10,2,
396422,Annabelle: Creation,Annabelle: Creation,en,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",You don't know the real story,2017-08-03,/snYI6TDLkB8wL7SHFyBV6qkJuPx.jpg,4859,6.6,15000000,306515884,110,/o8u0NyEigCEaZHBdCYTRfXR8U4i.jpg,"['Horror', 'Mystery', 'Thriller']",402074.0,Annabelle Collection,291515884,2017,8,3,"['Mystery', 'Thriller']"
521029,Annabelle Comes Home,Annabelle Comes Home,en,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",Possess them all,2019-06-26,/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,2870,6.4,30000000,231252591,106,/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg,"['Horror', 'Mystery', 'Thriller']",402074.0,Annabelle Collection,201252591,2019,6,26,"['Mystery', 'Thriller']"
46009,Revelation,Revelation,en,"This is the sequel to Apocalypse. In this movie Thorold Stone is still looking for his family. The Christians, whom the rest of the world has started to call The Haters, are being framed for many murders and terrorist acts. Thorold and his partner go to investigate the location of the detonator of one of these acts. They find a group of Christians holding a service. He arrests them and one of them hands him a disk from O.N.E. , One Nation Earth. He finds men in the building who aren't Christians. They chase them around and one of them is killed. Then he meets with Mr. Parker who works for Franco Malacousso. Parker shoots them both but Thorold doesn't die. He is then framed for the shooting of his partner and he goes to a computer programmer with the disk. Virtual Reality is used to bring the Day of Wonders to fruition. There is something odd about the cd that the woman gave Thorold because the programmer can't get access to it and they take it to the Christians headquarters...",The Book has been opened.,1999-05-07,/iwhQ7jf0MmbCXVf356HjkpMp5UK.jpg,6,2.7,1500000,206626,98,,"['Action', 'Horror', 'Thriller']",133887.0,Apocalypse Collection,-1293374,1999,5,7,"['Action', 'Thriller']"
881502,Bad Ben,Bad Ben,en,"Tom Riley thought he was getting the deal of a lifetime when he bought a house below market value at a Sheriff's sale. He invested every penny he had with the plan of flipping the home for a profit. Once he owned it, however, he noticed strange happenings, all of which were captured on 21 Surveillance Cameras located throughout the home inside and out. At first, he thought people were breaking in, but he soon realized he was dealing with something Paranormal.",Tom Riley thought he got the deal of a lifetime... What he got was a nightmare...,2016-10-05,/14KIsXHMVeZI7Tv4OjLJCjYZQCO.jpg,5,6.7,300,110000,86,,"['Comedy', 'Horror']",821702.0,Bad Ben Collection,109700,2016,10,5,['Comedy']
882052,Bad Ben: The Mandela Effect,Bad Ben: The Mandela Effect,en,"In 2016 the horror Tom Riley experienced in a home he bought at a Sheriff's Sale was captured on 21 Security Cameras in the home. What if he was experiencing this over and over again in parallel universes? Bad Ben - The Mandela Effect, gathers footage together that shows the Paranormal Experiences Tom had, seem to keep occurring.","Tom Riley wins a new home as part of a sheriff's sale, but all is not what it seems.",2018-06-18,/rFTwNa4juX1zwO7jdnIRNmYuLT3.jpg,4,5.1,300,110000,67,,"['Comedy', 'Horror']",821702.0,Bad Ben Collection,109700,2018,6,18,['Comedy']
10496,Bats,Bats,en,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,They will suck you dry,1999-10-22,/pZRcf2BwcxWg594X6XT2jkR2qdb.jpg,149,4.6,5250000,10155690,91,/hchZiGTq5fUBYzqhsIGvarLsVCf.jpg,"['Horror', 'Science Fiction', 'Thriller']",381396.0,Bats Collection,4905690,1999,10,22,"['Science Fiction', 'Thriller']"
107937,भूत,Bhoot,hi,"A Mumbai businessman and his wife are looking for a new flat. Apartment 1201 has been vacant since its previous occupant jumped to her death. Undeterred, the couple still decides to move in, but before long, the wife starts to have visions.",,2003-05-30,/lHb8qSbtPAzm0yE3JhkN764veH0.jpg,20,6.0,2700000,9600000,113,/aP2a0d7rrf1rPt5kw25LR0eVxj1.jpg,['Horror'],752944.0,Bhoot Collection,6900000,2003,5,30,
140770,भूत रिटर्न्स,Bhoot Returns,hi,"A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen, escape seems to be their last resort.",,2012-10-11,/eHLyKMkAEUbtngVqhphAUZmUr8d.jpg,4,3.0,750000,890000,73,,['Horror'],752944.0,Bhoot Collection,140000,2012,10,11,
14138,Black Water,Black Water,en,A trio of tourists on a fishing trip in the mangrove swamps of Northern Australia are left to fend for themselves when their tour guide is killed by a crocodile.,What you can't see can hurt you.,2007-06-01,/xZDvldtpRosX2pGuzWBPP6HLzhO.jpg,263,5.9,700000,1271556,90,/oqkbIfxOFFncu1aBBEOZung3Pmp.jpg,"['Adventure', 'Drama', 'Horror']",730166.0,Black Water Collection,571556,2007,6,1,"['Adventure', 'Drama']"
36647,Blade,Blade,en,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",Part man. Part vampire. All hero.,1998-08-21,/PDuKQeQkRHkdx7rY147VBVN5Ef.jpg,4965,6.7,45000000,131183530,121,/hZnnUq0mrUQ3e54SJVca4mf2oAQ.jpg,"['Action', 'Horror']",735.0,Blade Collection,86183530,1998,8,21,['Action']
36586,Blade II,Blade II,en,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",Faster. Sharper. Deadlier.,2002-03-22,/yDHwo3eWcMiy5LnnEnlGV9iLu9k.jpg,3963,6.5,54000000,155010032,117,/g8cjJHZFeZQ5GRbFiDp5jXgfOZW.jpg,"['Action', 'Fantasy', 'Horror', 'Thriller']",735.0,Blade Collection,101010032,2002,3,22,"['Action', 'Fantasy', 'Thriller']"
36648,Blade: Trinity,Blade: Trinity,en,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",The final hunt begins.,2004-12-08,/rodqqX8NLe3cdcgBMc4CFTPidTy.jpg,3275,5.9,65000000,128905366,123,/kYSbBz7khRScIdhlYzRHJrS0ZLt.jpg,"['Action', 'Fantasy', 'Horror']",735.0,Blade Collection,63905366,2004,12,8,"['Action', 'Fantasy']"
2667,The Blair Witch Project,The Blair Witch Project,en,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",Everything you've heard is true.,1999-07-14,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,3901,6.3,60000,248639099,81,/4OrW7cqYrABIYbJHoVZUpE8AH1h.jpg,"['Horror', 'Mystery']",64750.0,Blair Witch Collection,248579099,1999,7,14,['Mystery']
11531,Book of Shadows: Blair Witch 2,Book of Shadows: Blair Witch 2,en,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",Evil Doesn't Die.,2000-10-27,/l1jF93S9FYbzp3Byh5VUA1KApSJ.jpg,650,4.2,15000000,47737094,90,/unVjWj6KsRXk67pEkBfxflpbyRV.jpg,"['Horror', 'Mystery', 'Thriller']",64750.0,Blair Witch Collection,32737094,2000,10,27,"['Mystery', 'Thriller']"
351211,Blair Witch,Blair Witch,en,Students on a camping trip discover something sinister is lurking beyond the trees.,There's something evil hiding in the woods.,2016-09-15,/chgLLNv3bMSOptaciOUPtDcAggq.jpg,1663,5.2,5000000,45172994,89,/hXe9TzDF8DLe8SDGIq8Gu6hyPNE.jpg,"['Horror', 'Thriller']",64750.0,Blair Witch Collection,40172994,2016,9,15,['Thriller']
28172,Blood Feast,Blood Feast,en,"In the sleepy suburbs of Miami, seemingly normal Egyptian immigrant Fuad Ramses (Mal Arnold) runs a successful catering business. He also murders young women and plans to use their body parts to revive the goddess Ishtar. The insane Ramses hypnotizes a socialite in order to land a job catering a party for her debutante daughter, Suzette Fremont (Connie Mason), and turns the event into an evening of gruesome deaths, bloody dismemberment and ritual sacrifice.",You'll Recoil and Shudder as You Witness the Slaughter and Mutilation of Nubile Young Girls - in a Weird and Horrendous Ancient Rite!,1963-07-06,/bFnOySJFxJSEzaZ8RHrSsFvXWC6.jpg,132,4.7,24500,4000000,67,/c4Yi0IUIG3sd2gef8HHUzjddWGQ.jpg,['Horror'],519018.0,Blood Feast Collection,3975500,1963,7,6,
168705,BloodRayne,BloodRayne,en,"In 18th-century Romania, after spending much of her life in a traveling circus, human-vampire hybrid Rayne escapes and plots to take down her father, Kagan, the evil vampire king. When she's discovered by three vampire hunters, she manages to convince them to spare her life and join her cause. But slaying a vampire as powerful as Kagan will be no easy task.",Revenge never tasted so sweet.,2005-10-22,/1Xy9uu5INNMnyF7W6BTEQkkGOZC.jpg,419,4.2,25000000,3650275,99,/noWdMYkuYHnti9wrDg5ufJFl9Ks.jpg,"['Action', 'Adventure', 'Fantasy', 'Horror']",97307.0,BloodRayne Collection,-21349725,2005,10,22,"['Action', 'Adventure', 'Fantasy']"
17456,BloodRayne II: Deliverance,BloodRayne 2: Deliverance,en,"Rayne, a half-human half-vampire warrior, is in the America's 1880's Wild West to stop the vampired Billy the Kid and his posse of vampire cowboys.",A heart-stopping adventure!,2007-09-18,/o7kx4ppzsBvNU0QriESvslcpWve.jpg,187,4.1,10000000,167445,99,/MY045Xygox35Raf7xxZPj2FFcv.jpg,"['Action', 'Horror', 'Western']",97307.0,BloodRayne Collection,-9832555,2007,9,18,"['Action', 'Western']"
1842,The Legend of Boggy Creek,The Legend of Boggy Creek,en,"A documentary-style drama based on true accounts of the Fouke Monster in Arkansas, Boggy Creek focuses on the lives of back country people and their culture while chronicling sightings of the monster.",A True Story.,1972-08-01,/pabw9hEV93OEDtXaHGWNunX2j4W.jpg,48,5.0,160000,22000000,87,/uTgXhEsfdxNMYTVDnmMzwZQsuWt.jpg,"['Drama', 'Horror', 'Mystery']",983933.0,Boggy Creek Collection,21840000,1972,8,1,"['Drama', 'Mystery']"
8968,Boogeyman,Boogeyman,en,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",You thought it was just a story.,2005-02-04,/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg,624,4.9,20000000,67192859,89,/sJEcInnWer58nvYEbZmrx5eAQ7R.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']",96937.0,Boogeyman Collection,47192859,2005,2,4,"['Drama', 'Mystery', 'Thriller']"
14913,Boogeyman 2,Boogeyman 2,en,"A young woman attempts to cure her phobia of the boogeyman by checking herself into a mental health facility, only to realize too late that she is now helplessly trapped with her own greatest fear.",Fear. In The Flesh.,2007-10-20,/zPtDUBYzbbTnTsLXIfoOHGg8Gux.jpg,229,5.5,4500000,1798418,93,/80srtXlXeDtCR8bWeYCtW3GdkSl.jpg,"['Horror', 'Thriller']",96937.0,Boogeyman Collection,-2701582,2007,10,20,['Thriller']
23730,C.H.U.D.,C.H.U.D.,en,"A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photo journalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.",They're not staying down there anymore!,1984-08-31,/8BVw5RIDBTZwdMAR1VKpAkwrMjj.jpg,218,5.7,1250000,3412497,97,/zY9ahWKd9wVgQ6Rj5iL2zo0UvOt.jpg,"['Horror', 'Science Fiction']",257571.0,C.H.U.D. Collection,2162497,1984,8,31,['Science Fiction']
53150,C.H.U.D. II: Bud the Chud,C.H.U.D. II: Bud the Chud,en,"A military experiment to create a race of super-warriors goes awry, as legions of murderous zombies are unleashed upon a suburban neighborhood.",This C.H.U.D.'s for you!,1989-05-05,/mDA0Fvv2Z6XCg64HvE3Vmhyw2I5.jpg,55,4.3,49200000,62405000,85,/dr3A6z08VaW9QOgwY0zZEqEUWgt.jpg,"['Comedy', 'Horror', 'Science Fiction']",257571.0,C.H.U.D. Collection,13205000,1989,5,5,"['Comedy', 'Science Fiction']"
11547,Cabin Fever,Cabin Fever,en,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",Terror… in the flesh.,2003-08-15,/vaUkSL7PbeeKfdFKOh9TYR9M1ds.jpg,1041,5.7,1500000,30553395,93,/1xoUOgIrL1An5oSTzz9VEeKSZTM.jpg,['Horror'],201576.0,Cabin Fever Collection,29053395,2003,8,15,
